word,word_id,sent,start,stop
дуло,дуло_noun,"― Господа, я вас прошу не трогаться с места! ― сказал Вулич, приставя дуло пистолета ко лбу. ",71,75
дуло,дуло_noun,"А Катя, про которую все немножко забыли, вдруг кривовато усмехнулась, перехватила кольт за дуло и рукоятью вперед сунула Демидову. ",92,96
дуло,дуло_noun,"Я лежу в обнимку с трофейным автоматом, дуло холодит висок. ",41,45
дуло,дуло_noun,"Разведка донесла, ― покосился на дуло моего мелкокалиберного «язык» и прогнусавил с обидой: ― Неправда, че ль? ",34,38
дуло,дуло_noun,"― дуло пистолета прыгает, рукоять скользит в потных ладонях.",3,7
дуло,дуло_noun,"Пока этот воин правопорядка возился, дуло его короткого автомата скреблось то о носилки, то об пол. ",38,42
дуло,дуло_noun,А приложил дуло к собственному сердцу — и не смог. ,12,16
дуло,дуло_noun,"Печигин увидел, что ближайший к нему охранник направил дуло на него и непонятно орет, разевая маленький рот на большом угреватом лице, одно и то же слово. ",56,60
дуло,дуло_noun,"Спереди торчало дуло, а вдоль корпуса, как сложенные за спиной руки, лежали оба манипулятора. ",17,21
дуло,дуло_noun,"Я не видела никакого дула, хотя из разговоров взрослых уже знала, что оно от ружья и круглое (хотя понятия не имела, что такое ружьё и почему оно круглое), но раз мама говорит, что в коридоре дуло, значит в коридоре ― дуло! ",193,197
дуло,дуло_noun,"Ну, я тропить-то (идти по следу, охотничий жаргон ― РР) умел, охотой в молодости увлекался ― потом уже завязал дуло узелком. ",112,116
дуло,дуло_noun,"Дуло-то пустое, а убери сию пустоту, убери свободу ― весь смысл механики и улетучится.",1,5
дуло,дуло_noun,"Даниил подошел ближе, бесстрастно уткнул дуло в лицо отца. ",42,46
дуло,дуло_noun,"Она говорила, что ощущает дуло винтовки, приставленной к спине… ",27,31
дуло,дуло_noun,"― Тогда я тебя прямо здесь, ― холодное дуло ткнулось в висок, чиркнуло по щеке, раздвигая губы, рот наполнился слюной с противным привкусом железа. ",40,44
дуло,дуло_noun,"Туда Кордовин шмыгнул и замер, выставив из-за угла на вершок дуло малыша- «глока». ",62,66
дуло,дуло_noun,"И тут преданный зять Славик подался вперед, и уже не глядя в дуло, с искренней обидой проговорил: ",62,66
дуло,дуло_noun,На него из руки Кордовина безжалостно глядело маленькое черное дуло. ,64,68
дуло,дуло_noun,"Напротив, отец сажал меня рядом с собой вечером, когда чистил дуло ружья шомполом или снаряжал патроны ― вставлял медный пистон в картонную гильзу, засыпал дробь и втыкал пыж из мятой газетной бумаги. ",63,67
дуло,дуло_noun,"Клинок выпьет свой глоток крови, дуло содрогнется в оргазме выстрела. ",34,38
дуло,дуло_noun,"У стола лежала Лейла, в ее руке был мой пистолет, дуло “стечкина” она держала во рту, голова была прострелена, изо рта сочилась кровь.",51,55
дуло,дуло_noun,Дуло моего автомата было нацелено ему прямо в лоб. ,1,5
дуло,дуло_noun,"Как правильно упереть приклад в плечо, чтобы дуло не дергалось при отдаче. ",46,50
дуло,дуло_noun,"Лязгнул выстрел, близко, у самого уха. Дуло автомата упиралось в подбородок. Он прострелил себе голову. ",40,44
дуло,дуло_noun,"Фотоаппарат закрепил на штативе, «дуло» объектива высунул через специальный рукав чехла наружу и направил на вход в нору. ",35,39
дуло,дуло_noun,"Приставив дуло нагана к виску, Адам подумал: «Теперь понятно, почему люди стреляются чаще всего в висок, ― удобно и орудие убийства не отпугивает, не попадает в поле зрения: даже в последние секунды жизни человек не хочет пренебречь комфортом». ",11,15
дуло,дуло_noun,Владимир чуть не стукнулся лбом в дуло пистолета. ,35,39
дуло,дуло_noun,"И Сатана, склонившись над Рублевкой, стал запихивать дуло нагана ему в рот. ",54,58
дуло,дуло_noun,"― Эй, дошло до тебя, наконец? Сатана сунул дуло нагана куда-то вниз. Женщина взвизгнула. ",44,48
дуло,дуло_noun,"Потом Тугуши сообщил, что у девочек уже были первые неприятности: где-то тайком засняли сеанс на видеопленку и шантажировали милицией, где-то кинули, не дали денег, где-то отказались от глупого сеанса, но взамен так затрахали до полусмерти в групповую, что даже крепкая Гюль, которой все нипочем, неподдельно стонала, обмазывая мазью анус, куда ей сунули дуло пистолета, когда она попыталась от чего-то увильнуть. ",356,360
дуло,дуло_noun,― И дуло обреза передвинулось в их сторону. ,5,9
дуло,дуло_noun,"Железо терло ногу при ходьбе, и он боялся, что мать или жена заметят, как выпирает из кармана дуло. ",95,99
дуло,дуло_noun,"Он тоже, когда начинал, чуть не уложил людей при первом задержании, когда не удержал автомата, и дуло повело веером. ",98,102
дуло,дуло_noun,"Я действительно отвык, что каждая мразь может приставить тебе дуло к виску, обыскать, унизить!.. ",63,67
дуло,дуло_noun,Он втискивает дуло меж губ и медленно спускает курок. ,15,19
дуло,дуло_noun,"Лопасти хлопали, сизая рябь бежала поверху, ветер нагоном вынимал воздух, от напора нельзя было дышать. Повернулось дуло пулемета. Кореша срезало. ",117,121
дуло,дуло_noun,А из-за плеча хищно выглянуло дуло автомата. ,31,35
дуло,дуло_noun,"Автоматное дуло следило за мной, но я был уверен, что часовой не выстрелит. ",12,16
дуло,дуло_noun,"― Служивый, а чего ты автомат за дуло держишь, тебя так учили? ",34,38
дуло,дуло_noun,"Михаил, недоумевая, заглянул в дуло, нажав при этом на крючок еще раз.",32,36
дуло,дуло_noun,"Не долго думая, он приставил к замочной скважине дуло автомата, выстрелил, и пинком распахнул дверь настежь. ",50,54
дуло,дуло_noun,Давно это было… Сейчас же дуло оружия направляют с экрана телевизора прямо на сидящих перед ним.,27,31
дуло,дуло_noun,И снова я увидел стальное дуло в лицо и белый палец на курке. ,27,31
дуло,дуло_noun,"Уж сколько мы, ребятня, нагляделись за войну всякого: и бомбочки-зажигалки, и те чугунные чушки, что могли снести полквартала, но отчего-то не взорвались… И лимонки, которые бросали в костер, перед тем как разбежаться, и самопалы… Но никогда я не представлял, как зябко под желудком становится, слабеют в коленках ноги, когда в твое лицо упирается дуло… Черный зрачок смерти. ",349,353
дуло,дуло_noun,Но незнакомец внезапно выхватил пистолет и направил дуло в нашу сторону. ,53,57
дуло,дуло_noun,"Дуло пепеломета пока нейтрально целилось в тучки, однако пепелометчик уже изготовился ― это было видно. ",1,5
дуло,дуло_noun,"Плахотников встал, открыл стоящий рядом контейнер, достал охотничье ружье и направил дуло на тигрицу. ",86,90
дуло,дуло_noun,Я выхватил пистолет и направил дуло на Багиру. ,32,36
дуло,дуло_noun,"В правой руке, нисколько не смущаясь, он держал пистолет. Дуло смотрело Марии в голову. Трегубов зорко оглядел все углы и издалека кивнул Гурову. ",59,63
дуло,дуло_noun,"Николай Лазаревич молча выслушал ее, а когда она бросила трубку, ведомый чувством вины, подошел к секретеру, вытащил из ящика револьвер, приставил дуло к виску и нажал на курок. ",148,152
дуло,дуло_noun,"Бородатый в черных очках вставляет, ухмыляясь, ей в задний проход дуло пистолета и спускает курок. ",67,71
дуло,дуло_noun,"Почти теряя сознание, он увидел подошедшего к нему офицера, направленное прямо в лоб черное дуло пистолета. ",93,97
дуло,дуло_noun,"А потому в самом начале, увидев перед собой дуло ружья Боркина (Евгений Панов), он не пугается ― остановившийся взгляд Иванова ― Бакалова, словно слезами, набухает изнутри надеждой. ",45,49
дуло,дуло_noun,"Гуров помог ему, схватив за шиворот, и тут же приставил к его виску дуло пистолета. ",69,73
дуло,дуло_noun,"Сидит он у окошка, дуло ружья наружу, охраняет тот самый воздухозаборник. ",20,24
дуло,дуло_noun,Кручу барабан и приставляю дуло к виску. ,28,32
дуло,дуло_noun,"В одном из них дипломат утверждал, что его били кулаками и резиновыми дубинками, заставляли копать себе могилу, вставляли в рот дуло пистолета и пригрозили казнить мать, если он не будет сотрудничать со следствием. ",129,133
дуло,дуло_noun,"Охотнику не пришлось часами лежать в засаде, вздрагивать при виде чуть шелохнувшейся ветки, с замиранием сердца рассматривать еще не заветренные следы у сердитой горной речки ― глупая «серая зайчиха» доверчиво выскочила из леса прямо на сверкающее начищенной сталью дуло. ",267,271
дуло,дуло_noun,"Воткнув палец в дуло солдатского ружья, он мог поднять его и держать горизонтально. ",17,21
дуло,дуло_noun,Глаз его был прищурен. Дуло глядело мне в лоб. ― Что означает эта дурная шутка? ,24,28
дуло,дуло_noun,"Я стоял напротив того места и видел, как он целился сначала в голову, потом, видно, вспомнив наставление Шрайбера, опустил дуло чуть пониже.",124,128
дуло,дуло_noun,"Но я чувствовал себя оленем, на которого направили дуло в трех шагах: не промахнется! ",52,56
дуло,дуло_noun,"Чиграшов запирает за мною дверь, выпивает у себя в комнате, присев на край табурета, стакан водки, щелчком посылает папиросу из пачки, с чувством, с толком, с расстановкой затягивается полной грудью, внезапно раздумывает курить и прилежно плющит едва начатую «Беломорину» о дно стеклянной пепельницы, выдвигает ящик стола и достает что-то (камера наплывает), оказавшееся пятизарядным дамским револьвером, засовывает дуло себе в рот, стискивает железо зубами и стреляет на счет три. ",417,421
дуло,дуло_noun,"― Осторожно, он заряжен, ― сказал Лев, увидев, что мэтр с интересом заглядывает в дуло. ",83,87
дуло,дуло_noun,"«Обиду стерла кровь, / И ты, ты думаешь, по нем вздыхая, / Что я приставлю дуло (я! ",76,80
дуло,дуло_noun,"Беглец увидел, что дуло ружья направлено прямо в грудь ему, прямо в сердце. ",20,24
дуло,дуло_noun,"И все-таки я думаю: что могло бы спасти его в тот момент, когда он засовывал дуло ружья в рот и знал, что осечки не будет? ",78,82
дуло,дуло_noun,"Прочистил дуло, вставил ленту и приготовился ждать. ",11,15
дуло,дуло_noun,"Встает и громко кричит: «Аут!» , направив в спину врага дуло маркера. Кстати, это еще одно правило: если находишься от человека на расстоянии трех метров и на линии прямого попадания, то совсем необязательно расстреливать несчастного в упор.",57,61
дуло,дуло_noun,"«Не сдам форт», ― думаю я. Завалив себя досками, высовываю наружу дуло. И тут время истекло.",67,71
дуло,дуло_noun,"У Голева что-то промелькнуло в голове, что-то нехорошее, и когда он со штопором вынырнул из-под прилавка, то увидел перед собой маленькое черное дуло, глядевшее ему прямо в лоб. ",146,150
дуло,дуло_noun,"Вырвав пистолет из моей руки, Наташа направила дуло на Титову. ",48,52
дуло,дуло_noun,"― жестко произнесла Наташа, и дуло пистолета воткнулось в грудь Титовой. ",31,35
дуло,дуло_noun,"Он тебе дуло в ухо вставит, мы не можем вмешаться. ",9,13
дуло,дуло_noun,Карлуша тыкал ему за ухо дуло его же собственного револьвера. ,26,30
дуло,дуло_noun,"С треском оторвал кончик, намотал его на карандаш, затем взял со стола пистолет, ввел этот банник в дуло и, покрутив там, вынул обратно. ",101,105
дуло,дуло_noun,"* * * Охотник садится в трамвай и кладет себе на колени ружье, направив дуло на соседа. ",73,77
дуло,дуло_noun,"То есть с одной стороны ― чтобы с аусвайсом и под дула автоматов (депутаты по улицам не ходят, откуда им знать, как странно летним погожим днем выглядит дуло заряженного автомата АК-74 у вашего носа), а с другой стороны ― чтобы людям послабление вышло. ",154,158
дуло,дуло_noun,"Но Гимнюка, похоже, заклинило окончательно: он мертво врос тылом в стену, глазами в дуло. ",85,89
дуло,дуло_noun,"Вадим вскочил, поймал ружье за дуло, но вырвать не смог ― Цитрон, падла, был не слабее его. ",32,36
дуло,дуло_noun,"Один радикального производства плакатик Вадим даже сам прикнопил некогда вызывающего прикола ради к редакционной двери: спецназовский ниндзя в черной маске, пистолетное дуло анфас, алые литеры поверх: ДЕМОКРАТИЯ ― ЭТО БОЛЕЗНЬ! ",170,174
дуло,дуло_noun,"Наконец Володя достал наган, поднял голову и навел дуло прямо мне в лоб. ",52,56
дуло,дуло_noun,"Нет, не смерть: на дуло пулемета Распростертым телом ты упал, Но зато, твоя родная рота Разгромила вражеский завал.",20,24
дуло,дуло_noun,Но вместо неведомой влюблённой аспирантки он увидел перед собой дуло пистолета. ,65,69
дуло,дуло_noun,Особенно если дуло направлено кому-нибудь в живот. ,15,19
дуло,дуло_noun,К танку я иногда подходил и смотрел в его дуло.,43,47
дуло,дуло_noun,"Вольдемар размозжил голову их водителю, а сейчас дуло «Вала» было уже направлено в грудь Петро. ",50,54
дуло,дуло_noun,"Тяни дуло на человека, пока не ощутишь… не ощутишь… ",6,10
дуло,дуло_noun,"Держа за дуло, он вернул Лин Цэсу отобранный кольт. ",10,14
дуло,дуло_noun,"ЗАЖИГАЛКА ВЫЗВАЛА ВЗРЫВ Деревенский парень Грегори Прайер, который использовал зажигалку, чтобы проверить ствол ружья (которое заряжается через дуло), был убит в лицо. ",145,149
дуло,дуло_noun,Тургенев шагнул к своему месту и наткнулся на упершееся ему под вздох револьверное дуло. ,84,88
дуло,дуло_noun,Револьверное дуло вновь твердо уставилось ему в грудь. ,14,18
дуло,дуло_noun,Тогда такое творилось: денег ни гроша и дуло у затылка. ,41,45
дуло,дуло_noun,", подошел к одному солдату и говорит ему: «Ну-ка, опусти шомпол в дуло!» ",67,71
дуло,дуло_noun,"А Натку все вдавливает и вдавливает в стену, и один страх, животный страх, тоскливый страх, и это дуло, а Юлька смеется и все целится, целится… ",99,103
дуло,дуло_noun,"И точно ― дверца с его стороны распахнулась, на него было направлено черное дуло, и голос еще невидимого человека в камуфляже сказал: ",77,81
дуло,дуло_noun,"А главное, он усек, что человек, сидящий рядом с ним, не будет думать ни секунды, прежде чем прямо здесь и сейчас, прижав это холодное тяжелое дуло к его боку, нажать на спуск.",144,148
дуло,дуло_noun,"Пистолет автоматически дрогнул несколько раз в левой руке, и грузное тело падавшего навалилось сперва на дуло, все еще выпускавшее пули, потом на Виталия, заставив его практически встать на четвереньки, и, наконец, скользнув по его спине, перекатилось на холодный кафельный пол. ",106,110
дуло,дуло_noun,"Рука с оружием взлетела в воздух так, что дуло уставилось в потолок, и в то же мгновение Толик всей тушей навалился на следователя. ",43,47
дуло,дуло_noun,"― заорал Трегубец, одновременно пытаясь направить дуло пистолета в физиономию бандита.",51,55
дуло,дуло_noun,Последний взревел от боли и повернул дуло пистолета… ,38,42
дуло,дуло_noun,"― Так и лежи, а то грохну, ― хрипло сказал Артур и приставил дуло «тауруса» к ее затылку. ",62,66
дуло,дуло_noun,"― осторожно спросила девушка, посмотрев в черное дуло «тауруса». ",50,54
дуло,дуло_noun,― Двойное дуло ружья уставилось прямо в голову старику. ,11,15
дуло,дуло_noun,"Затем, будто мешок с песком, навалил на него труп бомжеватого мужичка ― так, чтобы дуло пистолета смотрело примерно в направлении пулевого отверстия у того в одежде. ",84,88
дуло,дуло_noun,Вмиг ему в спину уперлось дуло автомата. ,27,31
дуло,дуло_noun,"― повторил он, направляя дуло автомата в грудь «капитану», который тоже не заметил, как с другой стороны, за спиной часового, появился еще кто-то.",26,30
дуло,дуло_noun,"― сварливо признался Панфилов, присматриваясь к обнажившемуся после последнего выстрела дулу своего оружия. ― Думаешь, дуло криво? ― насмешливо полюбопытствовала коллега. ",120,124
дуло,дуло_noun,"Дверь приоткрылась, и он быстро просунул в щель дуло автомата. ",49,53
дуло,дуло_noun,При первом движении противника он выхватил из черной коробочки хромированный маленький пистолет и навел дуло ему в лоб.,105,109
дуло,дуло_noun,"― повторил сержант, наставив дуло автомата на водителя. ",30,34
дуло,дуло_noun,Около джипа как из-под земли возник автоматчик в камуфляже и недвусмысленно просунул дуло в окно. ,86,90
дуло,дуло_noun,"Весь мир Кудинкина с его тридцатью двумя прожитыми годами, любовью к Трехдюймовочке и мечтой о домике в Опалихе готов был исчезнуть в черной дыре пистолетного дула. Дуло смотрело ему прямо в лицо. Кудинкин летел к нему в прыжке очень долго, секунды две. ",166,170
дуло,дуло_noun,Из него показалось дуло ручного пулемета Калашникова. ,20,24
дуло,дуло_noun,В темном дверном проеме просматривались силуэт человека и нацеленное вслед беглецам дуло пистолета. ,85,89
дуло,дуло_noun,"В руках у того был пистолет, черное, зияющее дуло которого смотрело прямо на Воронцова.",46,50
дуло,дуло_noun,"Тарасюк молчал, тупо уставившись в дуло парабеллума.",36,40
дуло,дуло_noun,"Приставив к виску молодого колумбийца дуло автомата, Феликс бросил женщине: ",39,43
дуло,дуло_noun,"Но зная Чикаго и понимая, что он ничего напрасно не делает, не показал своего удивления, а, сориентировавшись, сунул дуло автомата в рот молодого колумбийца и ответил тоже по-английски: ",118,122
дуло,дуло_noun,Сэмэн вновь сунул в рот молодого колумбийца дуло автомата. ,45,49
дуло,дуло_noun,Но тогда не было нынешних объективов размером с дуло орудия крупного калибра. ,49,53
дуло,дуло_noun,"Однако Бубенцов, направив в собственное сердце пистолетное дуло, спускает курок.",60,64
дуло,дуло_noun,"Он опустил вниз дуло автомата и, кажется, собирался еще раз пальнуть в дядю Колю. ",17,21
дуло,дуло_noun,Валиев глубоко вжал дуло ружья в пах Белобородько и нажал спусковой крючок. ,21,25
дуло,дуло_noun,"А потом снова перезарядить ружье, вставить дуло в ее грязный рот и пальнуть сразу из двух стволов. ",44,48
дуло,дуло_noun,"Валиев дернул за шкирку Зудина, еще ближе подтянул его к себе, прижал дуло пистолета к виску своего пленника. ",71,75
дуло,дуло_noun,― Из одного глотка троим не напиться… Два пальца в одно дуло не сунешь. ,57,61
дуло,дуло_noun,"Винни приклад, а Пятачок заглядывает в дуло.",40,44
дуло,дуло_noun,*** Штирлиц сидел у окна. Из окна дуло. Штирлиц прикрыл форточку и дуло исчезло. ,35,39
дуло,дуло_noun,"Вся эта толпа с ревом бросилась на Армена, но тот вытащил из-под полы пальто автомат «узи» и, наставив его дуло на таганских, закричал: «Не подходи, поубиваю!» ",108,112
дуло,дуло_noun,"Колян вынул из кармана пистолет, из другого кармана глушитель, стал навинчивать его на дуло. ",88,92
дуло,дуло_noun,"Тут же открылось боковое окошко водителя «Тойоты», из него высунулось дуло второго автомата, и начал стрелять Федор.",71,75
дуло,дуло_noun,"Но Артем-то совершенно отчетливо увидел высунувшееся из темноты дуло винтовки, и дуло это было направлено в его сторону. ",65,69
дуло,дуло_noun,"Взвожу курок, гляжу в дуло и понимаю ― ничто меня не удерживает.",23,27
дуло,дуло_noun,"И смотрит в дуло игольника глазами, которые так и твердят «Наконец-то!» . ",13,17
дуло,дуло_noun,"Удивительно, но он не кричит. ― Что дуло залепил? ― В Купчине открылся клуб породного собаководства «Диоген», ― сказал Коротыжин. ",37,41
дуло,дуло_noun,"― спокойно отреагировал Митрохин и высунул из-под куртки дуло «ТТ», сопроводив его взглядом, чтобы Мыкин увидел. ",58,62
дуло,дуло_noun,"Он медленно подошел к старшине, уперевшись в дуло пистолета грудью. ",46,50
дуло,дуло_noun,"Но дуло зек, конечно, увидел и по-сумасшедшему прямо смотрел в его крохотный кружок.",4,8
дуло,дуло_noun,Где застыл его немигающий взгляд в дуло. ,36,40
дуло,дуло_noun,Ну гадство! (Наставляя на женщину дуло фонаря. ) Так. ,35,39
дуло,дуло_noun,"Такие повреждения, пронеслось у меня в голове, бывают при осколочных ранениях… Хотя… Я вдруг увидел картинку: человек приставил ко лбу дуло ружья, заряженного картечью, приклад упирается в землю, палец ноги на спусковом крючке. ",136,140
дуло,дуло_noun,С запяток на Рибаса смотрело дуло пистолета. ,30,34
дуло,дуло_noun,У сидевшего спереди на табурете торчало зажатое между колен короткое автоматное дуло. ,81,85
дуло,дуло_noun,"А среди заключенных есть и такие синонимы слову член: аппарат, бабья радость, балда, балдомер, балун, банан, болт, ванька-встанька, вафля, вексель, вентиль, генератор, градусник, достопримечательность, дружок, дуло, затейник, инструмент, красавец, ласкун, мухомор, нахал, палка, паяльник, пистолет, питательный тюбик, прибор, репортер, торчила, хобби, хобот, хохотунчик, член правительства, чудильник, шутильник, щекотунчик… ",211,215
дуло,дуло_noun,"[Иван, муж] Вертит пистолет в руках, проверяет, перезаряжает, вынимает и вставляет обойму, целится, смотрит в дуло. ",111,115
дуло,дуло_noun,"Совсем маленький. Дуло едва заметно. В сознании промелькнуло: пресса недавно сообщала о таких «игрушках»: под видом детских конструкторов их в разобранном виде какие-то дельцы завозят из Германии, а в США собирают и продают по дешевке. ",19,23
дуло,дуло_noun,"Грабитель вытащил его и стал медленно отходить, направляя на меня дуло. ",67,71
дуло,дуло_noun,"Чеченец по-прежнему стоял на дороге, дуло его ружья по-прежнему смотрело мне в грудь, кровь по-прежнему сочилась по его лбу, и он по-прежнему улыбался в густую черную бороду. ",38,42
дуло,дуло_noun,"«Болгарская рулетка», ― объявил он и приставил дуло к твоему обнаженному животу. ",48,52
дуло,дуло_noun,"Дуло «Макарова» смотрело Гошу в живот, а рукоятка была всего в нескольких сантиметрах от нервно шевелящихся пальцев лидера объездчиков. ",1,5
дуло,дуло_noun,Черное зияющее дуло Из кустов навстречу поднялось …………………. ,16,20
дуло,дуло_noun,"Вопрос этот неоднократно ставился в кино и теоретически и практически, включая нашумевшую попытку А. Хичкока в кинофильме «Очарованный» снять самоубийство в субъективной точке зрения, повернув сначала дуло револьвера прямо на зрителя, а затем дав смену красного, белого и черного цвета на экране.",202,206
дуло,дуло_noun,"― удивился Фома, и посмотрел в дуло своего револьвера.",32,36
дуло,дуло_noun,"Назавтра ротный пошлет их дорывать, потому что зек копался без усердия и заглядывал в темное дуло конвойному. ",94,98
дуло,дуло_noun,Старик холодно взглянул в винтовочное дуло и снова погрузился в чтение. ,39,43
дуло,дуло_noun,"Аркадий сунулся было к нему, ― барон отступил на два шага и наставил на Аркадия дуло. ",81,85
дуло,дуло_noun,"«Хорошая марка, ― пробормотал он, разглядывая пистолеты, ― это вам не…» Вздохнул, вложил дуло себе в рот. «Ради Бога, осторожней», ― воскликнул писатель, забыв, что пистолеты разряжены. ",90,94
дуло,дуло_noun,Не хватало только одного ― решимости приставить дуло к виску или засунуть его в рот и спустить курок…,49,53
дуло,дуло_noun,"Проснусь, и в темноте, со стула, где спички и часы лежат, в глаза, как пристальное дуло, глядит горящий циферблат. ",84,88
дуло,дуло_noun,Приставил пистолетное дуло к виску и выстрелил. ,23,27
дуло,дуло_noun,"― говорил, например, двадцатилетний дебил Дима, направляя на Федора Леонидовича дуло игрушечного автомата. ",81,85
дуло,дуло_noun,А Гимиллу за Шеллиби наблюдал и в последнюю секунду дуло опустил ото лба своего. ,53,57
дуло,дуло_noun,"Броня танка была теплой, а дуло холодным. ",28,32
дуло,дуло_noun,"Броня танка была теплой, а дуло холодным. Дуло тыкалось в затылок. Вернее, в загривок. ",28,32
дуло,дуло_noun,"― На съемках в мою спину постоянно утыкалось дуло револьвера, ― поделилась творческими ощущениями Вика. ",46,50
дуло,дуло_noun,У москвичей считается хорошей приметой погладить бронзовый маузер за дуло либо поцеловать бронзовый отбойный молоток. ,70,74
дуло,дуло_noun,"В руке он держал револьвер, взявши его за дуло. ",43,47
дуло,дуло_noun,"Он поспешил ― выстрелив на ходу, осаживая перед подводой коня, ― и промахнулся, ― бессознательно посчитал оставшиеся патроны: «четыре», ― старик, не дрогнув каменным лицом, вытащил из-за пазухи револьвер и направил дуло ему на грудь… ",216,220
дуло,дуло_noun,"Но все было тихо, очень тихо; он простоял еще минуту или две, оперев на широкий поручень правую руку и наведя дуло нагана на вестибюль… когда в глубине левого, проходившего под ним коридора ожили медленные, осторожные, как будто крадущиеся ― шаги. ",111,115
дуло,дуло_noun,"Рябой, направив дуло револьвера в его сторону и вниз ― куда-то Мальчику под ноги, ― грубо спросил: ",17,21
дуло,дуло_noun,дуло револьвера ― быть может непроизвольно ― слегка поднялось и посмотрело прямо ему в живот; грудь его вздрогнула от холодка внезапно налетевшего страха ― перед как будто пристально взглянувшей ему в лицо тяжелой пулей калибром в четыре линии. ,1,5
дуло,дуло_noun,"― А ну слазь с коня, ― с холодным бешенством приказал рябой, поднимая дуло револьвера. ",71,75
дуло,дуло_noun,"― и, снова скользнув едва уловимым взглядом по рукам Виктора и его застегнутой кобуре, резко повернулся ― и вместе с ним повернулось в сторону антиповского двора хищное дуло смит-вессона…",170,174
дуло,дуло_noun,"― Я хочу, чтобы вы испытали страх, ― ответил Джером и, взведя курок самострела, направил дуло в глаз учителя. ",90,94
дуло,дуло_noun,"― Я получу удовлетворение, ― пояснил Джером и приблизил дуло самострела к лицу учителя.",57,61
дуло,дуло_noun,"Он вытащил из кармана самострел, понюхал напоследок дуло и со всех сил забросил оружие в поле. ",53,57
дуло,дуло_noun,"Куда вы глядите, замполит? Вода попадает в дуло! Кому говорят, мать вашу, опустить стволы вниз! ",44,48
дуло,дуло_noun,"Последние слова я понял только тогда, когда увидел лежащее на скатерти дуло маузера. ",72,76
дуло,дуло_noun,"Наконец, на самом крайнем пределе возможности проникновения, когда все зависит от индивидуального объема, волнообразные движения могут превратиться просто в червеобразные протягивания, при которых последующие расширения и сокращения грудной клетки дают возможность двигаться вперед, а все остальное тело проскальзывает за ней, подобно шомполу, проходящему черз дуло ружья. ",362,366
дуло,дуло_noun,"(Так и хочется продолжить: Он кинул туда камень, дуло исчезло!.. ",50,54
дуло,дуло_noun,"― Знай службу, плюй в ружье, да не мочи дуло! ",41,45
дуло,дуло_noun,"― Так вот, ― продолжал Буль-Буль, ― переводя дуло пистолета с Карандаша на Самоделкина. ",46,50
