word	word_id	sent	start	stop
жаркое	жаркое_noun	Такое жаркое с черносливом готовит только моя мама.	7	13
жаркое	жаркое_noun	― перед ними появилась чернявая хозяйка, а с ней ― пахнувшее тимьяном, лавром, бибером и всевозможными восточными пряностями жаркое.	126	132
жаркое	жаркое_noun	Доев жаркое с огромной картофельной клецкой, долго, нагло водил языком по губам, по зубам, с внешней их стороны, отчего, естественно, щеки его надувались и губы выпячивались; наконец, перестав водить, отхлебнув еще пива из пузатой кружки, заговорил о новейших течениях философии, о феноменологии, о Бергсоне, о наших идеалистах; процитировал Ницше, упомянул Метерлинка, Верхарна.	6	12
жаркое	жаркое_noun	Есть они не ели, но обоняли жаркое с удовольствием. 	29	35
жаркое	жаркое_noun	Жаркое было острым, со странным, почти черным мясом.	1	7
жаркое	жаркое_noun	и селедка под водочку, и молодая картошка, а еще предполагались жаркое и чай с яблочным пирогом, все ― дело рук Анны Карповны. 	65	71
жаркое	жаркое_noun	Лето хоть и кончалось, но еще не окончилось, а южанка Нина понимала толк в пряных травах. Без них и жаркое ― не жаркое. По просьбе хозяйки дома Александра пришла загодя, и они вдвоем накрывали на стол.	101	107
жаркое	жаркое_noun	― Или вот ушей, может, у парочки чебурашек взять ― на чебуреки? или, скажем, на жаркое? 	81	87
жаркое	жаркое_noun	Где-нибудь на свадьбе мог после официальной части подойти к буфету и взять жаркое руками	76	82
жаркое	жаркое_noun	Обычно это были щи, жаркое, свинина в сметанном соусе, солонина и ветчина, холодное мясо с солёными огурцами или лимонами, острые соусы с пряностями, каши, студень, паштет, овощи, зелёный горошек.	21	27
жаркое	жаркое_noun	Часто употребляли лук, чеснок, уксус и горчицу, по возможности корицу, гвоздику, имбирь, мускатный орех, кардамон. Шафран добавляли в уху, жаркое, птицу. С перцем делались утка и лапша.	140	146
жаркое	жаркое_noun	Федор отлично знал, что лучшее жаркое ― из жар-птицы.	32	38
жаркое	жаркое_noun	А жаркое на пальмовых листьях, а самодельное вино, а финиковый самогон?	3	9
жаркое	жаркое_noun	А тут мама Галя принесла с кухни жаркое и, щедро выкладывая его на тарелки, поведала сыну.	34	40
жаркое	жаркое_noun	Черт с ней, с машиной, поеду домой на метро. Мама несет жаркое. 	57	63
жаркое	жаркое_noun	И еда… Пища богов ― нежнейшее свиное жаркое с грибами, во рту тает, у них такое по праздникам только делали, но так вкусно и изысканно никогда не получалось.	38	44
жаркое	жаркое_noun	Жаркое, капустка в разном виде, свекла с чесночком, моченые яблоки, компот свойский, и все-то такое народное, полезное для печени и почек, и ожирения не дает никакого. 	1	7
жаркое	жаркое_noun	Жаркое с выдумкой Блюда с низким содержанием жира идеальны в начале весны.	1	7
жаркое	жаркое_noun	Будущий президент страны с удовольствием съел жаркое, обильно сдобренное этими овощами, и не испытал при этом никаких неприятных последствий. 	47	53
жаркое	жаркое_noun	Белки-40 г, жиры-7 г, углеводы ― 9 г Макаронное «жаркое» с двумя видами сыра 	50	56
жаркое	жаркое_noun	А жаркое из змей вам нравится, Стас?	3	9
жаркое	жаркое_noun	Встроенные программы помогут приготовить мясо, рыбу, жаркое в горшочках	54	60
жаркое	жаркое_noun	Получается великолепное сочное жаркое с хрустящей корочкой.	32	38
жаркое	жаркое_noun	В графстве Кёрк, с его богатейшими гастрономическими традициями, к этим двум блюдам добавляют третье: жаркое из маринованной говядины с травами и специями.	103	109
жаркое	жаркое_noun	Дамы удалились на кухню и теперь торжественно вносят в комнату жаркое с гарниром ― глядь, а мужички уже без штанов сидят и один другому по-приятельски дрочит. 	64	70
жаркое	жаркое_noun	Судя по сохранившемуся меню, кормили каторжан сытно: на завтрак ― перловое пюре с салом, бульон и чай; на обед ― селедка, окрошка, жаркое (или котлеты), компот из трех фруктов; на ужин ― каша пшенная с салом, чай. 	132	138
жаркое	жаркое_noun	Вот отзыв одной из бывших институток: «Нам диктовали, какое мясо нужно брать на суп, жаркое, мы что-то варили, носили пробы начальнице ― а в результате все же никто ничего не умел варить.	86	92
жаркое	жаркое_noun	Грильяды ― жаркое, изготовленное на гриле, на открытом огне. 	12	18
жаркое	жаркое_noun	Так что стол накрыли отменный, жаркое получилось у Анны Карповны такое ― пальчики оближешь!	32	38
жаркое	жаркое_noun	Хвалили жаркое, хвалили капусту, хвалили картошку, хвалили оладушки.	9	15
жаркое	жаркое_noun	Есть, однако, несколько супов, к которым любое жаркое оказывается только «вторым». 	48	54
жаркое	жаркое_noun	Жаркое довольно быстро остывает, поэтому не рассказывайте байки, а пульните мыслью, обострив ее, насколько сумеете, и дайте кому-то пульнуть в ответ.	1	7
жаркое	жаркое_noun	Результатом явится блюдо в европейском стиле под названием Sauerbraten (маринованное жаркое). Мясо (2 кг) заливаете стаканом красного вина (или очень мягкого винного уксуса) и стаканом кипяченой воды. 	86	92
жаркое	жаркое_noun	Чтобы жаркое получилось более пряным, можно положить в мешочек из марли специи: гвоздику, эстрагон, кинзу, базилик ― и тушить мясо с ними.	7	13
жаркое	жаркое_noun	На то, что существует независимо, на жаркое, на рыбу, на блюдо ― на имя существительное.	38	44
жаркое	жаркое_noun	Проговорить такое под закуски, под суп, под жаркое требует особого артистизма.	45	51
жаркое	жаркое_noun	Кульминация званого ужина ― хозяйка ставит перед мужем жаркое: ростбиф или баранью ногу. 	56	62
жаркое	жаркое_noun	Если жаркое понравилось, хозяин может предложить еще по кусочку.	6	12
жаркое	жаркое_adjf	В очень жаркое лето поставьте контейнеры и горшки в поддоны, наполненные керамзитом, галькой или мхом, и хорошенько смочите.	9	15
жаркое	жаркое_adjf	Всякий раз в это жаркое, сумасшедше красивое парижское лето, проделывая путь до её больницы за рулём автомобиля, я мысленно говорила с Лизой, понимая, что никогда не произнесу этих слов вслух.	18	24
жаркое	жаркое_adjf	Светланов приехал уставший и тут же удалился к себе. Стояло жаркое лето. 	61	67
жаркое	жаркое_adjf	Самое жаркое время года ― июль и август, вода в море нагревается до 27 град. Хорошо и в сентябре ― жара спадает, но ещё щедро светит солнце, продолжается купальный сезон. 	7	13
жаркое	жаркое_adjf	Живёт он с женой в хорошем деревенском доме, с верандой для отдыха, увитой виноградом; при доме есть и хозяйство. Время жаркое ― полдень. На открытой веранде подполковник Гуров и его гость Алибеков; разморённые обедом, они дремлют в лёгких плетёных креслах в ожидании чая.	121	127
жаркое	жаркое_adjf	Проходила весна, начиналось лето. Лето жаркое, с частыми грозами. Ветром трепало ивы на улице.	40	46
жаркое	жаркое_adjf	В самое жаркое воскресенье, которое было в лесу, к Медвежонку пришёл Волк.	9	15
жаркое	жаркое_adjf	В полдень, в самое жаркое время, солнце освещает узкое ребро термитника, и дальнейшее нагревание прекращается.	20	26
жаркое	жаркое_adjf	Теплолюбивые микробы, живущие в торфе, в жаркое лето могут так его нагреть, что он самовозгорается.	42	48
жаркое	жаркое_adjf	Вот почему, несмотря на суровые меры противопожарной безопасности, в жаркое лето загораются леса и торфяники.	70	76
жаркое	жаркое_adjf	Не ходи, милый, с непокрытой головой. Лето жаркое, может случиться солнечный удар. Приезжай поскорее.	44	50
жаркое	жаркое_adjf	Засухи, ливни, суховеи, большие пожары, слишком суровая зима, слишком жаркое лето, солнечные пятна, изменение климата, отход Гольфстрима, ледяная арктическая блокада (и такое было в жизни нашей планеты) ― словом, все-все, что пережила земля и увидело небо, всё это фиксируется и хранится в туго свёрнутой ленте годового кольца.	71	77
жаркое	жаркое_adjf	Пока в трубке звучали длинные гудки, он представлял, как звонок разбудил Лилиан, как она отбросила жаркое одеяло и, не найдя ночных туфель, побежала босая по паркету своей большой квартиры.	100	106
жаркое	жаркое_adjf	В начале лета шли дожди, такие быстрые, лёгкие, солнце жаркое вперемешку с дождём, ― и от этого пшеница стеной стояла, топором её руби, и высокая, выше человеческого роста.	56	62
жаркое	жаркое_adjf	Новиков пошёл по железнодорожным путям, и в жаркое, смутное облако его мыслей вошла пронзительная игла ― страх солдата в пути, ― не ушёл ли эшелон	45	51
жаркое	жаркое_adjf	Рассказы были превосходные: по своему содержанию, по живости, динамизму, литературному блеску они были нисколько не ниже его статьи о Крамском, которая вызывала такое жаркое восхищение Стасова.	168	174
жаркое	жаркое_adjf	Самое жаркое из всех морей, оно представляет картину грозную и прекрасную. 	7	13
жаркое	жаркое_adjf	Когда наступило жаркое лето 1873 года, Митрофания стала чувствовать себя очень дурно в душной гостинице в одном из самых оживлённых и шумных мест Петербурга.	17	23
жаркое	жаркое_adjf	В то жаркое, зловещее лето я жил в одном помещичьем доме, где было много старых и молодых женщин.	6	12
жаркое	жаркое_adjf	В жаркое время он ходил в одной рубахе из крестьянского синего холста.	3	9
жаркое	жаркое_adjf	Было жаркое лето и не было ни многолетних трав, ни кормовых культур у нас посеяно-посажено. Поэтому мы сейчас провели исследование крови коров ― выяснили чего не хватает нашим буренкам.	6	12
жаркое	жаркое_adjf	Если утро на Епифана «в красном кафтане», то и лето будет сухое, жаркое ― пожарное.	66	72
жаркое	жаркое_adjf	Сейчас здесь было странно безлюдно, с другой стороны ― понедельник, все приличные люди на работе, а мы, два врача, вместо того чтобы находиться там, где нам положено, сидим на лавочке, слушаем тишину и щуримся на необычно жаркое октябрьское солнце.	223	229
жаркое	жаркое_adjf	Засушливая весна предрекала жаркое лето и голод, а казна не полнела.	29	35
жаркое	жаркое_adjf	Климат резко континентальный: холодная зима и жаркое лето.	47	53
жаркое	жаркое_adjf	У меня не стало духу сказать графу, что таких денег не заслуживает самое жаркое усердие копииста; мое лицо, впрочем, обличало для него все.	74	80
жаркое	жаркое_adjf	Жаркое лето, речка Ангара обмелела, речка Суук-Су пересохла; идем по дну, по камням; солнце пятнает землю, буковые, сосновые, тисовые леса, есть даже роща из настоящих секвой, говорит Гарик, тут сплошные эндемики, я поражаюсь, как они разрешают костры разводить	1	7
жаркое	жаркое_adjf	Долина Бекаа исключительно благоприятна для виноградарства: там мягкая весна, сухое и жаркое лето, 240-320 солнечных дней в году, а тающий снег, стекающий кристально прозрачными ручьями со склонов хребтов Ливан и Антиливан, даёт прекрасную натуральную воду.	87	93
жаркое	жаркое_adjf	Правда, нам не повезло: слишком уж жаркое солнце мы за собой привезли.	36	42
жаркое	жаркое_adjf	Кто еще, не узнала, я уж тебя заждался, он натужно усмехается, тянет ее за руку к себе, поворачивает спиной, расстегивает молнию сзади, стаскивает с плеч жаркое, измучившее за день жесткое, но так шедшее ей платье, освобождает уставшее тело.	155	161
жаркое	жаркое_adjf	Лето жаркое, сушь, три метра — расстояние смешное, достаточно искорки, все так. 	6	12
жаркое	жаркое_adjf	В новой работе Пойнары выдвигают гипотезу, что причиной гибели динозавров ― не единственной, но очень важной ― могли быть насекомые, которые именно в то жаркое и сырое время начали бурно развиваться в числе и количестве видов. 	154	160
жаркое	жаркое_adjf	Ты ширишься у меня под сердцем, днём и ночью чувствую жаркое дыханье твоей ненасытной пасти, из века в век пожиравшей города с их царями, крепости с их гарнизонами, караваны, гружённые коврами, драгоценностями, пряностями, шелками, караваны, гружённые неподъёмной тоской, вереницы верблюдов, несущих упорство надежды, с каждым шагом увязая всё глубже во времени.	55	61
жаркое	жаркое_adjf	В свою очередь, асфальт дорожного покрытия будет не так сильно страдать от высоких температур и в меньшей степени будет склонен к образованию колеи в жаркое время года.	151	157
жаркое	жаркое_adjf	понимаешь , что подлинное состояние мира и есть это бесконечное всепроникающее жаркое блаженство, запасы которого в небе бесконечны, и волноваться больше не о чем, а все прежнее ― просто дурной сон	80	86
жаркое	жаркое_adjf	Вода тёплая и маслянистая. Слишком жаркое лето. Даже в ста метрах от берега ― тёплая.	36	42
жаркое	жаркое_adjf	Было зябко и неуютно, трудно было поверить, что наверху, совсем недалеко, всего в нескольких метрах над ними, пылает жаркое итальянское лето.	118	124
жаркое	жаркое_adjf	Жаркое лето не помешало многим читателям прислать их в редакцию, почта продолжает приносить всё новые и новые анкеты, заполненные разными почерками, подробные и краткие, сухие и эмоциональные, с критикой и похвалами, с предложениями и пожеланиями.	1	7
жаркое	жаркое_adjf	Кончался март. Надвигалось жаркое средиземноморское лето. Евстигней ждал задержавшегося в монастырской гостинице Петрушу Скокова.	28	34
жаркое	жаркое_adjf	Жаркое солнце, испепеляя остатки растительности и высушивая мелкие озерца, разбросанные на их пути, подгоняло табуны. 	1	7
жаркое	жаркое_adjf	К тому же лето было жаркое, и чем дальше они уходили на юго-восток, тем реже на их пути встречались реки, а колодцы для водопоя были засыпаны.	21	27
жаркое	жаркое_adjf	― Лицо у Майгеля забагровело, пропотев, глаза заблестели, качнулось жаркое нутро ― неандертальская долина, факельные шествия, сплоченность маленьких, ничтожных, слабых в единое несокрушимо-прочное под лай бесноватого фюрера.	69	75
жаркое	жаркое_adjf	Ей предшествовали аномально жаркое сухое лето и аномально тёплая безводная весна.	29	35
жаркое	жаркое_adjf	Заранее спасибо тому, кто отзовется на вопрос в наше жаркое дымное лето	54	60
жаркое	жаркое_adjf	Говорят, что лето тут жаркое и не больше месяца, землю лихорадит. 	23	29
жаркое	жаркое_adjf	В жаркое лето вода около Овечьего и соседних островов прогревается до 18°C ― можно купаться.	3	9
жаркое	жаркое_adjf	Они возникают на берегах рек и озёр в жаркое время дня, появляются всегда неожиданно и так же неожиданно исчезают.	39	45
жаркое	жаркое_adjf	Но в просторном помещении ничто не спасало от духоты, и ее кожа на глазах покрывалась каплями пота, как если бы это мучилось, изнывало жаркое, чем-то разгоряченное тело.	136	142
жаркое	жаркое_adjf	Ольга Владимировна чуть не плакала ― она хотела именно на солнце. Жаркое. Палящее. 	67	73
жаркое	жаркое_adjf	Жаркое забайкальское солнце уже выглядывало из-за сосен, мягко подталкивая в спину этих двоих.	1	7
жаркое	жаркое_adjf	Праздничное настроение именинников и многочисленных гостей, среди которых не меньше половины составляли мальчики и девочки (оказывается, они тоже поклонницы техники) среднего школьного возраста, подогревало жаркое для середины весны солнце.	208	214
жаркое	жаркое_adjf	Лето стояло такое жаркое, что уже в начале июня перевелись комары и можно было спать с распахнутыми окнами, но и ночью было так душно, что хотелось лечь прямо на пол, а еще лучше ― на землю во дворе.	19	25
жаркое	жаркое_adjf	Но в жаркое лето она очень быстро испаряется, и местность может стать совершенно безводной. 	6	12
жаркое	жаркое_adjf	Глава тринадцатая Лето, жаркое, душное, казалось, не кончится. Радость оно доставляло лишь плещущейся в пруду ребятне да насекомым. 	25	31
жаркое	жаркое_adjf	Представь лето, конец июня, Там, где кончается город, мы с тобой стоим на холме, высокая трава, жаркое солнце Я люблю, когда тепло, когда теплый ветер Ты в белой рубашке и светлых брюках, сандалии на босу ногу, а я в красивом легком платье	97	103
жаркое	жаркое_adjf	В самое жаркое и дождливое время года по горным караванным тропам и пустынным каменистым долинам в условиях недостатка пищи, воды, тропических болезней, изнурявших исследователей, они прошли 975 км.	9	15
жаркое	жаркое_adjf	Легендарное жаркое лето 1973-го; сизый дым тянется от горящих торфяников Шатуры, стелется по дороге, понимается ввысь.	13	19
жаркое	жаркое_adjf	Деревья торопятся заменить свой зеленый наряд, пока не наступило самое жаркое и сухое время года.	72	78
жаркое	жаркое_adjf	Или снежная фантазия так сильно отпечаталась в мозгу лишь потому, что была внезапностью, контрастом, диссонансом в привычной уже для этих широт смене явлений: солнце ― жаркое или холодное, дождь ― проливной или морось	169	175
жаркое	жаркое_adjf	Нестабильность климатической системы очевидна; небывало жаркое лето в Европе и Азии, катастрофические осенние ураганы в тропиках, аномально сухая осень в Москве и невиданные морозы, сковавшие Европу в январе. 	57	63
жаркое	жаркое_adjf	Что-то жаркое, первоначальное билось внутри у этой девочки ― и Юра почувствовал, что в глазах у него темнеет от этого глубокого жара.	8	14
жаркое	жаркое_adjf	За горизонтом начиналось жаркое небо, рыжее от огней города. 	26	32
жаркое	жаркое_adjf	Было, было, не могу назвать когда, потому что не ведаю, сколько минуло на земле световых лет… Сверкало жаркое сибирское солнце, и мы яростно молотили цепами горох, поднимая пыль.	104	110
жаркое	жаркое_adjf	Вокруг меня, влекомого в Лефортовскую тюрьму, гудело и шевелилось нервное и жаркое лето девяносто шестого года. 	77	83
жаркое	жаркое_adjf	Кудрявые волосы девушки были похожи на позолоченную осеннюю листву, а в глазах ее затаилось летнее жаркое солнце.	100	106
жаркое	жаркое_adjf	Стояло жаркое шанхайское лето, и концерт устроили в летнем саду, окруженном зелеными деревьями.	8	14
жаркое	жаркое_adjf	Съемки начались в самое жаркое время ― в начале июля.	25	31
жаркое	жаркое_adjf	Стояло лето, такое жаркое в городе, что каждый вдох грозил удушить.	20	26
жаркое	жаркое_adjf	Данный район относится к зоне южных внутриматериковых пустынь, характеризующихся резкой континентальностью климата (суровая зима, жаркое лето, крайне незначительное количество осадков, резкое колебание суточных и годовых температур, частые ветры).	131	137
жаркое	жаркое_adjf	Сейчас самое время тем, кто не успел побывать на море, взять отпуск и отправиться к какому-нибудь побережью, где жаркое солнце, загорелые тетки и холодное пиво.	114	120
жаркое	жаркое_adjf	Климат весьма засушливый ― холодная и малоснежная зима, сухое и жаркое лето. 	65	71
жаркое	жаркое_adjf	Жаркое лето 2002 года и морозы с ноября сделали свое дело. 	1	7
жаркое	жаркое_adjf	Лето стояло одновременно дождливое и жаркое, и всех одолевали комары.	38	44
жаркое	жаркое_adjf	Судоходство на Енисее продолжается всего два месяца, июль и август, пока река не «стала», но эти два месяца там царит жаркое лето.	119	125
жаркое	жаркое_adjf	У меня перед глазами всплывает такая картинка: сыну меньше года, жаркое лето, валяется моя жена на травке, подремывает. 	66	72
жаркое	жаркое_adjf	Утро стояло тихое, словно умытое, совсем не жаркое, такое ясное, что отсюда, с холма, были видны и синее море, и темные горы, и светлые петли дорог по всей долине, и черные пятна козьих стад, и белые пятна овечьих отар.	45	51
